file_name,caption_1,caption_2,caption_3,caption_4,caption_5
uniform_soundscape_dog_bark_car_horn_1.wav,"In the background, a car horn can be heard while a dog barks in the foreground.",A dog barks in the foreground as a car horn sounds in the background.,The foreground is filled with the sound of a dog barking while a car horn can be faintly heard in the background.,A dog barks loudly in the foreground while a car horn can be heard in the background.,"Amidst the background noise of a car horn, a dog barks in the foreground."
uniform_soundscape_dog_bark_car_horn_4.wav,,,,,
uniform_soundscape_dog_bark_car_horn_8.wav,,,,,
uniform_soundscape_dog_bark_car_horn_9.wav,,,,,
uniform_soundscape_dog_bark_car_horn_12.wav,,,,,
uniform_soundscape_siren_air_conditioner_1.wav,There is an air conditioner running in the background.,A siren is heard in the foreground.,A siren can be heard in the foreground.,There is a siren sounding in the foreground.,"In the foreground, a siren is audible."
uniform_soundscape_siren_air_conditioner_4.wav,,,,,
uniform_soundscape_siren_air_conditioner_8.wav,,,,,
uniform_soundscape_siren_air_conditioner_9.wav,,,,,
uniform_soundscape_siren_air_conditioner_12.wav,,,,,
uniform_soundscape_children_playing_jackhammer_1.wav,The sound of a jackhammer can be heard in the background.,Children playing can be heard in the foreground.,"In the foreground, there are children playing.","Amidst the background noise, children can be heard playing.","The background noise consists of a jackhammer, while in the foreground, children are playing."
uniform_soundscape_children_playing_jackhammer_4.wav,,,,,
uniform_soundscape_children_playing_jackhammer_8.wav,,,,,
uniform_soundscape_children_playing_jackhammer_9.wav,,,,,
uniform_soundscape_children_playing_jackhammer_12.wav,,,,,
uniform_soundscape_siren_dog_bark_1.wav,A dog is barking in the foreground and there is a siren in the background.,"In the foreground, a dog is barking while a siren can be heard in the background.","The sound of a barking dog is prominent in the foreground, accompanied by a distant siren in the background.","Amidst the background noise of a siren, a dog is barking in the foreground.",A dog is barking loudly in the foreground while a siren can be faintly heard in the background.
uniform_soundscape_siren_dog_bark_4.wav,,,,,
uniform_soundscape_siren_dog_bark_8.wav,,,,,
uniform_soundscape_siren_dog_bark_9.wav,,,,,
uniform_soundscape_siren_dog_bark_12.wav,,,,,
uniform_soundscape_car_horn_street_music_1.wav,The sound of street music fills the air.,Street music plays in the background.,"In the background, there is street music playing.",The ambient sound includes street music.,Background noise consists of street music.
uniform_soundscape_car_horn_street_music_4.wav,,,,,
uniform_soundscape_car_horn_street_music_8.wav,,,,,
uniform_soundscape_car_horn_street_music_9.wav,,,,,
uniform_soundscape_car_horn_street_music_12.wav,,,,,
uniform_soundscape_children_playing_engine_idling_1.wav,The engine is idling in the background while children are playing in the foreground.,Children playing can be heard in the foreground while the engine is idling in the background.,"In the foreground, children can be heard playing while the engine idles in the background.",The sound of children playing fills the foreground as the engine idles in the background.,"While the engine idles in the background, children can be heard playing in the foreground."
uniform_soundscape_children_playing_engine_idling_4.wav,,,,,
uniform_soundscape_children_playing_engine_idling_8.wav,,,,,
uniform_soundscape_children_playing_engine_idling_9.wav,,,,,
uniform_soundscape_children_playing_engine_idling_12.wav,,,,,
uniform_soundscape_air_conditioner_jackhammer_1.wav,"The sound of a jackhammer can be heard in the background, accompanied by the hum of an air conditioner in the foreground.","In the foreground, an air conditioner hums while a jackhammer operates in the background.","The background is filled with the noise of a jackhammer, while an air conditioner hums in the foreground.","Amidst the background noise of a jackhammer, an air conditioner hums in the foreground.",An air conditioner hums softly in the foreground as a jackhammer operates in the background.
uniform_soundscape_air_conditioner_jackhammer_4.wav,,,,,
uniform_soundscape_air_conditioner_jackhammer_8.wav,,,,,
uniform_soundscape_air_conditioner_jackhammer_9.wav,,,,,
uniform_soundscape_air_conditioner_jackhammer_12.wav,,,,,
uniform_soundscape_children_playing_car_horn_1.wav,"In the background, a car horn can be heard while children are playing in the foreground.","Children playing can be heard in the foreground, accompanied by a faint car horn in the background.","The sound of children playing fills the foreground, with a distant car horn in the background.","Amidst the background noise of a car horn, children can be heard playing in the foreground.",Children playing loudly in the foreground while a car horn can be faintly heard in the background.
uniform_soundscape_children_playing_car_horn_4.wav,,,,,
uniform_soundscape_children_playing_car_horn_8.wav,,,,,
uniform_soundscape_children_playing_car_horn_9.wav,,,,,
uniform_soundscape_children_playing_car_horn_12.wav,,,,,
uniform_soundscape_street_music_car_horn_1.wav,"In the background, a car horn can be heard while street music plays in the foreground.",Street music plays in the foreground as a car horn sounds in the background.,The foreground is filled with street music while a car horn can be heard faintly in the background.,"Amidst the street music in the foreground, a car horn can be heard in the background.",A car horn sounds in the background as street music plays in the foreground.
uniform_soundscape_street_music_car_horn_4.wav,,,,,
uniform_soundscape_street_music_car_horn_8.wav,,,,,
uniform_soundscape_street_music_car_horn_9.wav,,,,,
uniform_soundscape_street_music_car_horn_12.wav,,,,,
uniform_soundscape_engine_idling_siren_1.wav,There is a siren in the background.,An engine is idling in the foreground.,An engine is idling in the foreground.,There is a siren in the background and an engine is idling in the foreground.,There is a siren in the background and an engine is idling in the foreground.
uniform_soundscape_engine_idling_siren_4.wav,,,,,
uniform_soundscape_engine_idling_siren_8.wav,,,,,
uniform_soundscape_engine_idling_siren_9.wav,,,,,
uniform_soundscape_engine_idling_siren_12.wav,,,,,
uniform_soundscape_jackhammer_engine_idling_1.wav,The engine is idling in the background.,A jackhammer is operating in the foreground.,A jackhammer is being used.,"In the foreground, a jackhammer is active.",The sound of a jackhammer can be heard.
uniform_soundscape_jackhammer_engine_idling_4.wav,,,,,
uniform_soundscape_jackhammer_engine_idling_8.wav,,,,,
uniform_soundscape_jackhammer_engine_idling_9.wav,,,,,
uniform_soundscape_jackhammer_engine_idling_12.wav,,,,,
uniform_soundscape_air_conditioner_siren_1.wav,There is a siren in the background and two instances of an air conditioner in the foreground.,"Two air conditioners are heard in the foreground, accompanied by a siren in the background.","In the foreground, there are two instances of an air conditioner, while a siren can be heard in the background.","The background is filled with the sound of a siren, while two air conditioners hum in the foreground.","Amidst the background noise of a siren, two air conditioners can be heard in the foreground."
uniform_soundscape_air_conditioner_siren_4.wav,,,,,
uniform_soundscape_air_conditioner_siren_8.wav,,,,,
uniform_soundscape_air_conditioner_siren_9.wav,,,,,
uniform_soundscape_air_conditioner_siren_12.wav,,,,,
uniform_soundscape_car_horn_children_playing_1.wav,Children can be heard playing in the background while a car horn blares in the foreground.,"In the foreground, a car horn blares while children can be heard playing in the background.",The sound of children playing fills the background as a car horn blares in the foreground.,"Amidst the background noise of children playing, a car horn blares in the foreground.",Children playing create a lively background while a car horn blares in the foreground.
uniform_soundscape_car_horn_children_playing_4.wav,,,,,
uniform_soundscape_car_horn_children_playing_8.wav,,,,,
uniform_soundscape_car_horn_children_playing_9.wav,,,,,
uniform_soundscape_car_horn_children_playing_12.wav,,,,,
uniform_soundscape_siren_children_playing_1.wav,Children playing can be heard in the background while sirens blare in the foreground.,Sirens blare in the foreground as children play in the background.,"In the foreground, sirens blare while children can be heard playing in the background.",The sound of children playing fills the background as sirens blare in the foreground.,"Amidst the background noise of children playing, sirens blare loudly in the foreground."
uniform_soundscape_siren_children_playing_4.wav,,,,,
uniform_soundscape_siren_children_playing_8.wav,,,,,
uniform_soundscape_siren_children_playing_9.wav,,,,,
uniform_soundscape_siren_children_playing_12.wav,,,,,
uniform_soundscape_gun_shot_engine_idling_1.wav,The engine is idling in the background.,A gun shot is heard in the foreground.,A gun shot can be heard distinctly.,"In the foreground, there is a gun shot.",The sound of a gun shot stands out.
uniform_soundscape_gun_shot_engine_idling_4.wav,,,,,
uniform_soundscape_gun_shot_engine_idling_8.wav,,,,,
uniform_soundscape_gun_shot_engine_idling_9.wav,,,,,
uniform_soundscape_gun_shot_engine_idling_12.wav,,,,,
uniform_soundscape_air_conditioner_children_playing_1.wav,Children can be heard playing in the background while an air conditioner hums in the foreground.,"In the foreground, an air conditioner hums while children play in the background.","The sound of children playing fills the background, accompanied by the gentle hum of an air conditioner in the foreground.","Amidst the background noise of children playing, an air conditioner hums softly in the foreground.","Children's laughter and play can be heard in the background, while an air conditioner hums in the foreground."
uniform_soundscape_air_conditioner_children_playing_4.wav,,,,,
uniform_soundscape_air_conditioner_children_playing_8.wav,,,,,
uniform_soundscape_air_conditioner_children_playing_9.wav,,,,,
uniform_soundscape_air_conditioner_children_playing_12.wav,,,,,
uniform_soundscape_siren_street_music_1.wav,Street music is playing in the background.,A siren is heard in the foreground.,A siren can be heard in the foreground.,A siren is sounding in the foreground.,Street music is playing softly in the background while a siren blares in the foreground.
uniform_soundscape_siren_street_music_4.wav,,,,,
uniform_soundscape_siren_street_music_8.wav,,,,,
uniform_soundscape_siren_street_music_9.wav,,,,,
uniform_soundscape_siren_street_music_12.wav,,,,,
uniform_soundscape_car_horn_jackhammer_1.wav,"In the background, there is the sound of a jackhammer, and in the foreground, there are two instances of a car horn.","Two car horn sounds can be heard in the foreground, while a jackhammer sound plays in the background.","The background noise consists of a jackhammer, while two car horn sounds are heard in the foreground.","A car horn sound is present in the foreground, along with a jackhammer sound in the background.","While a jackhammer sound plays in the background, two car horn sounds can be heard in the foreground."
uniform_soundscape_car_horn_jackhammer_4.wav,,,,,
uniform_soundscape_car_horn_jackhammer_8.wav,,,,,
uniform_soundscape_car_horn_jackhammer_9.wav,,,,,
uniform_soundscape_car_horn_jackhammer_12.wav,,,,,
uniform_soundscape_drilling_children_playing_1.wav,Children can be heard playing in the background while drilling sounds are prominent in the foreground.,"In the foreground, drilling sounds can be heard while children play in the background.",The sound of children playing serves as a background noise to the prominent drilling sounds in the foreground.,"Amidst the drilling sounds in the foreground, children can be heard playing in the background.","Drilling sounds take center stage in the foreground, accompanied by the distant sound of children playing in the background."
uniform_soundscape_drilling_children_playing_4.wav,,,,,
uniform_soundscape_drilling_children_playing_8.wav,,,,,
uniform_soundscape_drilling_children_playing_9.wav,,,,,
uniform_soundscape_drilling_children_playing_12.wav,,,,,
uniform_soundscape_drilling_gun_shot_1.wav,A gun shot can be heard in the background.,"In the foreground, drilling is taking place.",Drilling is happening in the foreground.,There is a gun shot in the background and drilling in the foreground.,"While drilling in the foreground, a gun shot can be heard in the background."
uniform_soundscape_drilling_gun_shot_4.wav,,,,,
uniform_soundscape_drilling_gun_shot_8.wav,,,,,
uniform_soundscape_drilling_gun_shot_9.wav,,,,,
uniform_soundscape_drilling_gun_shot_12.wav,,,,,
uniform_soundscape_car_horn_gun_shot_1.wav,"In the background, there is a gunshot, and in the foreground, there is a car horn.","A car horn can be heard in the foreground, while there is a gunshot in the background.","There is a gunshot in the background, and a car horn can be heard in the foreground.","In the foreground, there is a car horn, and in the background, there is a gunshot.","A car horn is heard in the foreground, while there is a gunshot in the background."
uniform_soundscape_car_horn_gun_shot_4.wav,,,,,
uniform_soundscape_car_horn_gun_shot_8.wav,,,,,
uniform_soundscape_car_horn_gun_shot_9.wav,,,,,
uniform_soundscape_car_horn_gun_shot_12.wav,,,,,
uniform_soundscape_car_horn_drilling_1.wav,"In the background, there is the sound of drilling, while in the foreground, a car horn can be heard.","A car horn is heard in the foreground, while drilling serves as the background noise.","The sound of drilling provides a constant background noise, while a car horn stands out in the foreground.","While drilling creates a continuous background sound, a car horn interrupts in the foreground.","In the foreground, a car horn breaks through the constant background noise of drilling."
uniform_soundscape_car_horn_drilling_4.wav,,,,,
uniform_soundscape_car_horn_drilling_8.wav,,,,,
uniform_soundscape_car_horn_drilling_9.wav,,,,,
uniform_soundscape_car_horn_drilling_12.wav,,,,,
uniform_soundscape_gun_shot_siren_1.wav,A siren is heard in the background along with two gun shots in the foreground.,Two gun shots can be heard in the foreground while a siren wails in the background.,"In the foreground, there are two gun shots, accompanied by the distant sound of a siren in the background.","The background is filled with the sound of a siren, while two gun shots ring out in the foreground.","Amidst the distant wailing of a siren in the background, two gun shots can be heard in the foreground."
uniform_soundscape_gun_shot_siren_4.wav,,,,,
uniform_soundscape_gun_shot_siren_8.wav,,,,,
uniform_soundscape_gun_shot_siren_9.wav,,,,,
uniform_soundscape_gun_shot_siren_12.wav,,,,,
uniform_soundscape_dog_bark_children_playing_1.wav,Children can be heard playing in the background while a dog barks in the foreground.,"In the foreground, a dog barks while children are playing in the background.",The sound of children playing fills the background as a dog barks in the foreground.,"Amidst the background noise of children playing, a dog barks in the foreground.",A dog barks loudly in the foreground while children can be heard playing in the background.
uniform_soundscape_dog_bark_children_playing_4.wav,,,,,
uniform_soundscape_dog_bark_children_playing_8.wav,,,,,
uniform_soundscape_dog_bark_children_playing_9.wav,,,,,
uniform_soundscape_dog_bark_children_playing_12.wav,,,,,
uniform_soundscape_engine_idling_jackhammer_1.wav,The sound of a jackhammer can be heard in the background.,"In the background, there is the noise of a jackhammer.",A jackhammer is operating in the background.,"Amidst the background noise, a jackhammer is running.",The background is filled with the sound of a jackhammer.
uniform_soundscape_engine_idling_jackhammer_4.wav,,,,,
uniform_soundscape_engine_idling_jackhammer_8.wav,,,,,
uniform_soundscape_engine_idling_jackhammer_9.wav,,,,,
uniform_soundscape_engine_idling_jackhammer_12.wav,,,,,
uniform_soundscape_air_conditioner_dog_bark_1.wav,A dog is barking in the foreground and there is a background noise of a car horn.,"In the foreground, a dog is barking while a car horn can be heard in the background.","The sound of a dog barking is prominent in the foreground, accompanied by a faint car horn in the background.","Amidst the background noise of a car horn, a dog is barking in the foreground.",A dog is barking loudly in the foreground while a car horn can be faintly heard in the background.
uniform_soundscape_air_conditioner_dog_bark_4.wav,,,,,
uniform_soundscape_air_conditioner_dog_bark_8.wav,,,,,
uniform_soundscape_air_conditioner_dog_bark_9.wav,,,,,
uniform_soundscape_air_conditioner_dog_bark_12.wav,,,,,
uniform_soundscape_street_music_engine_idling_1.wav,The engine is idling in the background while street music plays in the foreground.,Street music is playing in the foreground while the engine is idling in the background.,"In the background, the engine is idling while street music plays in the foreground.",The sound of street music fills the foreground as the engine idles in the background.,"While the engine idles in the background, street music can be heard in the foreground."
uniform_soundscape_street_music_engine_idling_4.wav,,,,,
uniform_soundscape_street_music_engine_idling_8.wav,,,,,
uniform_soundscape_street_music_engine_idling_9.wav,,,,,
uniform_soundscape_street_music_engine_idling_12.wav,,,,,
uniform_soundscape_drilling_air_conditioner_1.wav,The sound of drilling can be heard in the foreground.,There is drilling happening in the foreground.,Foreground noise includes the sound of drilling.,Drilling is taking place in the foreground.,The foreground is filled with the sound of drilling.
uniform_soundscape_drilling_air_conditioner_4.wav,,,,,
uniform_soundscape_drilling_air_conditioner_8.wav,,,,,
uniform_soundscape_drilling_air_conditioner_9.wav,,,,,
uniform_soundscape_drilling_air_conditioner_12.wav,,,,,
uniform_soundscape_siren_jackhammer_1.wav,The sound of a jackhammer can be heard in the background.,A siren blares in the foreground.,"In the background, there is the sound of a jackhammer.",A siren is heard in the foreground.,The jackhammer noise is in the background while the siren is in the foreground.
uniform_soundscape_siren_jackhammer_4.wav,,,,,
uniform_soundscape_siren_jackhammer_8.wav,,,,,
uniform_soundscape_siren_jackhammer_9.wav,,,,,
uniform_soundscape_siren_jackhammer_12.wav,,,,,
uniform_soundscape_street_music_siren_1.wav,A siren is heard in the background.,Street music is playing in the foreground.,There is a siren in the background and street music in the foreground.,"In the foreground, there is street music.",The background has a siren sound while the foreground has street music.
uniform_soundscape_street_music_siren_4.wav,,,,,
uniform_soundscape_street_music_siren_8.wav,,,,,
uniform_soundscape_street_music_siren_9.wav,,,,,
uniform_soundscape_street_music_siren_12.wav,,,,,
uniform_soundscape_drilling_car_horn_1.wav,"In the background, a car horn can be heard while drilling takes place in the foreground.","Drilling is the main sound in the foreground, accompanied by a faint car horn in the background.","The sound of drilling dominates the foreground, with a distant car horn in the background.","Amidst the background noise of a car horn, drilling can be heard in the foreground.",Drilling is accompanied by a faint car horn in the background.
uniform_soundscape_drilling_car_horn_4.wav,,,,,
uniform_soundscape_drilling_car_horn_8.wav,,,,,
uniform_soundscape_drilling_car_horn_9.wav,,,,,
uniform_soundscape_drilling_car_horn_12.wav,,,,,
uniform_soundscape_dog_bark_siren_1.wav,A siren is heard in the background.,A dog is barking in the foreground.,A siren is blaring in the background while a dog is barking in the foreground.,"In the foreground, a dog is barking while a siren wails in the background.",The sound of a dog barking fills the foreground as a siren echoes in the background.
uniform_soundscape_dog_bark_siren_4.wav,,,,,
uniform_soundscape_dog_bark_siren_8.wav,,,,,
uniform_soundscape_dog_bark_siren_9.wav,,,,,
uniform_soundscape_dog_bark_siren_12.wav,,,,,
uniform_soundscape_street_music_drilling_1.wav,The sound of drilling can be heard in the background.,"In the foreground, there is street music playing.",Street music is playing in the foreground.,There is drilling noise in the background.,The drilling sound is in the background while street music plays in the foreground.
uniform_soundscape_street_music_drilling_4.wav,,,,,
uniform_soundscape_street_music_drilling_8.wav,,,,,
uniform_soundscape_street_music_drilling_9.wav,,,,,
uniform_soundscape_street_music_drilling_12.wav,,,,,
uniform_soundscape_street_music_gun_shot_1.wav,There is a gun shot in the background and street music in the foreground.,Street music is playing in the foreground while a gun shot can be heard in the background.,"In the background, there is a gun shot and street music is playing in the foreground.",The sound of a gun shot can be heard in the background along with street music playing in the foreground.,"While street music fills the foreground, there is a distant sound of a gun shot in the background."
uniform_soundscape_street_music_gun_shot_4.wav,,,,,
uniform_soundscape_street_music_gun_shot_8.wav,,,,,
uniform_soundscape_street_music_gun_shot_9.wav,,,,,
uniform_soundscape_street_music_gun_shot_12.wav,,,,,
uniform_soundscape_air_conditioner_engine_idling_1.wav,The engine is idling in the background.,An air conditioner is running in the foreground.,The sound of an idling engine can be heard in the background.,"In the foreground, there is an air conditioner running.",There is an idling engine in the background and an air conditioner running in the foreground.
uniform_soundscape_air_conditioner_engine_idling_4.wav,,,,,
uniform_soundscape_air_conditioner_engine_idling_8.wav,,,,,
uniform_soundscape_air_conditioner_engine_idling_9.wav,,,,,
uniform_soundscape_air_conditioner_engine_idling_12.wav,,,,,
uniform_soundscape_gun_shot_jackhammer_1.wav,"The sound of a jackhammer fills the background, while a gun shot rings out in the foreground.","In the foreground, a gun shot breaks the silence, accompanied by the constant noise of a jackhammer in the background.","Amidst the background noise of a jackhammer, a gun shot pierces through in the foreground.","A gun shot echoes in the foreground, contrasting with the continuous sound of a jackhammer in the background.","The sharp sound of a gun shot stands out in the foreground, amidst the constant noise of a jackhammer in the background."
uniform_soundscape_gun_shot_jackhammer_4.wav,,,,,
uniform_soundscape_gun_shot_jackhammer_8.wav,,,,,
uniform_soundscape_gun_shot_jackhammer_9.wav,,,,,
uniform_soundscape_gun_shot_jackhammer_12.wav,,,,,
uniform_soundscape_engine_idling_dog_bark_1.wav,A dog is barking in the foreground and there is a background sound of a car engine idling.,"In the foreground, a dog is barking while there is a background sound of an idling car engine.",The barking of a dog is heard in the foreground along with the background sound of an idling car engine.,"While a dog is barking in the foreground, there is a background sound of a car engine idling.","A dog's bark is prominent in the foreground, accompanied by the background sound of a car engine idling."
uniform_soundscape_engine_idling_dog_bark_4.wav,,,,,
uniform_soundscape_engine_idling_dog_bark_8.wav,,,,,
uniform_soundscape_engine_idling_dog_bark_9.wav,,,,,
uniform_soundscape_engine_idling_dog_bark_12.wav,,,,,
uniform_soundscape_dog_bark_drilling_1.wav,The sound of drilling can be heard in the background.,A dog barks in the foreground.,"In the foreground, a dog barks.",A dog barks while drilling is heard in the background.,The background noise includes drilling while a dog barks in the foreground.
uniform_soundscape_dog_bark_drilling_4.wav,,,,,
uniform_soundscape_dog_bark_drilling_8.wav,,,,,
uniform_soundscape_dog_bark_drilling_9.wav,,,,,
uniform_soundscape_dog_bark_drilling_12.wav,,,,,
uniform_soundscape_car_horn_engine_idling_1.wav,"In the background, the engine is idling while a car horn sounds in the foreground.",A car horn interrupts the background noise of an idling engine.,"The foreground is filled with the sound of a car horn, while the background features an idling engine.","Amidst the idling engine in the background, a car horn blares in the foreground.",The background hum of an idling engine is accompanied by a loud car horn in the foreground.
uniform_soundscape_car_horn_engine_idling_4.wav,,,,,
uniform_soundscape_car_horn_engine_idling_8.wav,,,,,
uniform_soundscape_car_horn_engine_idling_9.wav,,,,,
uniform_soundscape_car_horn_engine_idling_12.wav,,,,,
uniform_soundscape_dog_bark_gun_shot_1.wav,"In the background, there is a gun shot, and in the foreground, there are two instances of dog barking.","Two instances of dog barking can be heard in the foreground, while a gun shot is present in the background.","The background consists of a gun shot, while the foreground is filled with two instances of dog barking.","There is a gun shot in the background, and in the foreground, there are two instances of dog barking.","In the foreground, two instances of dog barking can be heard, accompanied by a gun shot in the background."
uniform_soundscape_dog_bark_gun_shot_4.wav,,,,,
uniform_soundscape_dog_bark_gun_shot_8.wav,,,,,
uniform_soundscape_dog_bark_gun_shot_9.wav,,,,,
uniform_soundscape_dog_bark_gun_shot_12.wav,,,,,
uniform_soundscape_gun_shot_dog_bark_1.wav,A dog is barking in the foreground and there is a background noise of a car horn.,"In the foreground, a dog is barking while a car horn can be heard in the background.","The sound of a dog barking is prominent in the foreground, accompanied by a faint car horn in the background.","Amidst the background noise of a car horn, a dog is barking in the foreground.",A dog is barking loudly in the foreground while a car horn can be faintly heard in the background.
uniform_soundscape_gun_shot_dog_bark_4.wav,,,,,
uniform_soundscape_gun_shot_dog_bark_8.wav,,,,,
uniform_soundscape_gun_shot_dog_bark_9.wav,,,,,
uniform_soundscape_gun_shot_dog_bark_12.wav,,,,,
uniform_soundscape_dog_bark_air_conditioner_1.wav,The sound of an air conditioner can be heard in the background.,A dog barks in the foreground.,A dog barks while an air conditioner hums in the background.,"In the foreground, a dog barks alongside the background noise of an air conditioner.",The background noise of an air conditioner accompanies a dog barking in the foreground.
uniform_soundscape_dog_bark_air_conditioner_4.wav,,,,,
uniform_soundscape_dog_bark_air_conditioner_8.wav,,,,,
uniform_soundscape_dog_bark_air_conditioner_9.wav,,,,,
uniform_soundscape_dog_bark_air_conditioner_12.wav,,,,,
uniform_soundscape_gun_shot_street_music_1.wav,Street music is playing in the background.,A gunshot is heard in the foreground.,A gunshot interrupts the street music in the background.,"In the foreground, there is a gunshot sound.",The background street music is interrupted by a gunshot.
uniform_soundscape_gun_shot_street_music_4.wav,,,,,
uniform_soundscape_gun_shot_street_music_8.wav,,,,,
uniform_soundscape_gun_shot_street_music_9.wav,,,,,
uniform_soundscape_gun_shot_street_music_12.wav,,,,,
uniform_soundscape_jackhammer_dog_bark_1.wav,A dog is barking in the foreground and there is a background noise of a car horn.,"In the foreground, a dog is barking while a car horn can be heard in the background.","The sound of a dog barking is prominent in the foreground, accompanied by a faint car horn in the background.","Amidst the background noise of a car horn, a dog is barking in the foreground.",A dog is barking loudly in the foreground while a car horn can be faintly heard in the background.
uniform_soundscape_jackhammer_dog_bark_4.wav,,,,,
uniform_soundscape_jackhammer_dog_bark_8.wav,,,,,
uniform_soundscape_jackhammer_dog_bark_9.wav,,,,,
uniform_soundscape_jackhammer_dog_bark_12.wav,,,,,
uniform_soundscape_children_playing_drilling_1.wav,The sound of drilling can be heard in the background.,Children playing can be heard in the foreground.,Children playing can be heard in the foreground.,Children playing can be heard in the foreground.,Children playing can be heard in the foreground.
uniform_soundscape_children_playing_drilling_4.wav,,,,,
uniform_soundscape_children_playing_drilling_8.wav,,,,,
uniform_soundscape_children_playing_drilling_9.wav,,,,,
uniform_soundscape_children_playing_drilling_12.wav,,,,,
uniform_soundscape_children_playing_gun_shot_1.wav,The sound of drilling can be heard in the background.,Children playing can be heard in the foreground.,Children playing can be heard in the foreground.,Children playing can be heard in the foreground.,Children playing can be heard in the foreground.
uniform_soundscape_children_playing_gun_shot_4.wav,,,,,
uniform_soundscape_children_playing_gun_shot_8.wav,,,,,
uniform_soundscape_children_playing_gun_shot_9.wav,,,,,
uniform_soundscape_children_playing_gun_shot_12.wav,,,,,
uniform_soundscape_siren_engine_idling_1.wav,A siren is blaring in the foreground.,A siren can be heard loudly.,The sound of a siren is prominent.,A loud siren is sounding.,A siren is wailing.
uniform_soundscape_siren_engine_idling_4.wav,,,,,
uniform_soundscape_siren_engine_idling_8.wav,,,,,
uniform_soundscape_siren_engine_idling_9.wav,,,,,
uniform_soundscape_siren_engine_idling_12.wav,,,,,
uniform_soundscape_engine_idling_car_horn_1.wav,"In the background, a car horn can be heard while there are instances of engine idling in the foreground.",The foreground consists of engine idling sounds while a car horn can be heard faintly in the background.,Engine idling sounds dominate the foreground with a faint car horn in the background.,"Amidst the foreground engine idling, a car horn can be heard in the background.",The background is filled with a car horn sound while engine idling is prominent in the foreground.
uniform_soundscape_engine_idling_car_horn_4.wav,,,,,
uniform_soundscape_engine_idling_car_horn_8.wav,,,,,
uniform_soundscape_engine_idling_car_horn_9.wav,,,,,
uniform_soundscape_engine_idling_car_horn_12.wav,,,,,
uniform_soundscape_gun_shot_children_playing_1.wav,Children can be heard playing in the background while a gun shot rings out in the foreground.,"In the foreground, a gun shot is heard amidst the background noise of children playing.",The sound of children playing fills the background as a gun shot echoes in the foreground.,"Amidst the background of children playing, a gun shot can be heard in the foreground.",A gun shot breaks the tranquility of children playing in the background.
uniform_soundscape_gun_shot_children_playing_4.wav,,,,,
uniform_soundscape_gun_shot_children_playing_8.wav,,,,,
uniform_soundscape_gun_shot_children_playing_9.wav,,,,,
uniform_soundscape_gun_shot_children_playing_12.wav,,,,,
uniform_soundscape_drilling_jackhammer_1.wav,The sound of a jackhammer can be heard in the background.,A jackhammer is operating in the background.,"In the background, there is the noise of a jackhammer.","Amidst the background noise, a jackhammer is running.",The background is filled with the sound of a jackhammer.
uniform_soundscape_drilling_jackhammer_4.wav,,,,,
uniform_soundscape_drilling_jackhammer_8.wav,,,,,
uniform_soundscape_drilling_jackhammer_9.wav,,,,,
