file_name,caption_1,caption_2,caption_3,caption_4,caption_5
uniform_soundscape_dog_bark_car_horn_1.wav,"The sound of a car horn can be heard in the background, while dogs bark in the foreground.","Dogs bark loudly in the foreground, accompanied by the occasional sound of a car horn in the background.","In the foreground, dogs bark incessantly while a car horn can be faintly heard in the background.","Amidst the background noise of a car horn, dogs bark persistently in the foreground.","Dogs bark relentlessly in the foreground, with the occasional sound of a car horn in the background."
uniform_soundscape_dog_bark_car_horn_4.wav,,,,,
uniform_soundscape_dog_bark_car_horn_8.wav,,,,,
uniform_soundscape_dog_bark_car_horn_9.wav,,,,,
uniform_soundscape_dog_bark_car_horn_12.wav,,,,,
uniform_soundscape_siren_air_conditioner_1.wav,"The sound of an air conditioner can be heard in the background, while a siren blares in the foreground.","A siren blares in the foreground, accompanied by the distant hum of an air conditioner in the background.","In the foreground, a siren blares while the background is filled with the steady hum of an air conditioner.","Amidst the background noise of an air conditioner, a siren blares in the foreground.","A siren takes center stage in the foreground, with the occasional hum of an air conditioner in the background."
uniform_soundscape_siren_air_conditioner_4.wav,,,,,
uniform_soundscape_siren_air_conditioner_8.wav,,,,,
uniform_soundscape_siren_air_conditioner_9.wav,,,,,
uniform_soundscape_siren_air_conditioner_12.wav,,,,,
uniform_soundscape_children_playing_jackhammer_1.wav,"The sound of a jackhammer can be heard in the background, while children are playing in the foreground.","Children playing fill the foreground, accompanied by the distant sound of a jackhammer in the background.","In the foreground, children are playing while the sound of a jackhammer can be faintly heard in the background.","Amidst the background noise of a jackhammer, children are playing in the foreground.","Children playing take center stage in the foreground, with the occasional sound of a jackhammer in the background."
uniform_soundscape_children_playing_jackhammer_4.wav,,,,,
uniform_soundscape_children_playing_jackhammer_8.wav,,,,,
uniform_soundscape_children_playing_jackhammer_9.wav,,,,,
uniform_soundscape_children_playing_jackhammer_12.wav,,,,,
uniform_soundscape_siren_dog_bark_1.wav,"The sound of a dog barking can be heard in the background, while a siren blares in the foreground.","A siren blares in the foreground, accompanied by the distant sound of a dog barking in the background.","In the foreground, a siren blares while the faint sound of a dog barking can be heard in the background.","Amidst the background noise of a dog barking, a siren blares in the foreground.","A siren takes center stage in the foreground, with the occasional sound of a dog barking in the background."
uniform_soundscape_siren_dog_bark_4.wav,,,,,
uniform_soundscape_siren_dog_bark_8.wav,,,,,
uniform_soundscape_siren_dog_bark_9.wav,,,,,
uniform_soundscape_siren_dog_bark_12.wav,,,,,
